sentence_number	batch	model	prompt	temperature	bertscore_precision	bertscore_recall	bertscore_f1	CHRF	COMET
87	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
88	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
89	1	ChatGPT 4	prompt4	0.45	[0.8470731973648071]	[0.8081932067871094]	0.827176570892334	69.112034670537	[0.8897587656974792]
90	1	ChatGPT 4	prompt4	0.45	[0.8682685494422913]	[0.8698415160179138]	0.86905437707901	56.15101029497293	[0.632021427154541]
91	1	ChatGPT 4	prompt4	0.45	[1.000000238418579]	[1.000000238418579]	1.000000238418579	100.0	[0.9849644899368286]
92	1	ChatGPT 4	prompt4	0.45	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9811449646949768]
93	1	ChatGPT 4	prompt4	0.45	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
94	1	ChatGPT 4	prompt4	0.45	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
95	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
96	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
97	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9846649765968323]
98	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9818198084831238]
99	1	ChatGPT 4	prompt4	0.45	[0.8352365493774414]	[0.8186089396476746]	0.8268390893936157	55.33556571617555	[0.8781560063362122]
100	1	ChatGPT 4	prompt4	0.45	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9847012758255005]
101	1	ChatGPT 4	prompt4	0.45	[0.8532504439353943]	[0.8265244364738464]	0.8396748304367065	58.8185586838898	[0.890158474445343]
102	1	ChatGPT 4	prompt4	0.45	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9904242157936096]
103	1	ChatGPT 4	prompt4	0.45	[1.000000238418579]	[1.000000238418579]	1.000000238418579	100.0	[0.9887333512306213]
104	1	ChatGPT 4	prompt4	0.45	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9896733164787292]
105	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
106	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
107	1	ChatGPT 4	prompt4	0.45	[0.9017170667648315]	[0.889417827129364]	0.8955252170562744	75.34617117343416	[0.927558958530426]
108	1	ChatGPT 4	prompt4	0.45	[0.9323157072067261]	[0.9505850672721863]	0.9413617849349976	81.64975875749052	[0.9384567737579346]
109	1	ChatGPT 4	prompt4	0.45	[0.9314978122711182]	[0.9312779903411865]	0.9313879013061523	76.09599193509287	[0.9570062756538391]
110	1	ChatGPT 4	prompt4	0.45	[0.9280701875686646]	[0.891676127910614]	0.9095092415809631	60.3050990734026	[0.94497150182724]
111	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
112	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
113	1	ChatGPT 4	prompt4	0.45	[0.9495998024940491]	[0.9389668107032776]	0.9442533850669861	86.41559078617509	[0.9129464030265808]
114	1	ChatGPT 4	prompt4	0.45	[0.9616004824638367]	[0.9558491706848145]	0.9587162137031555	84.59820226791376	[0.9469693303108215]
115	1	ChatGPT 4	prompt4	0.45	[0.7481834888458252]	[0.708786129951477]	0.7279521822929382	32.12042853194759	[0.5672875046730042]
116	1	ChatGPT 4	prompt4	0.45	[0.9651676416397095]	[0.9422157406806946]	0.9535536170005798	84.13262788847467	[0.9663715958595276]
117	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9814565777778625]
118	1	ChatGPT 4	prompt4	0.45	[0.9801735877990723]	[0.9801735877990723]	0.9801735877990723	89.14119902462402	[0.9489423036575317]
119	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
120	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
121	1	ChatGPT 4	prompt4	0.45	[0.7834634184837341]	[0.792913556098938]	0.7881601452827454	48.78977803799623	[0.8512974977493286]
122	1	ChatGPT 4	prompt4	0.45	[0.755835771560669]	[0.7243485450744629]	0.7397572994232178	32.05105899126435	[0.5971978306770325]
123	1	ChatGPT 4	prompt4	0.45	[0.8989184498786926]	[0.874333381652832]	0.8864555358886719	60.2469086305971	[0.9266742467880249]
124	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
125	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
126	1	ChatGPT 4	prompt4	0.45	[0.6827590465545654]	[0.6393980979919434]	0.6603675484657288	20.66215413234471	[0.469586044549942]
127	1	ChatGPT 4	prompt4	0.45	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
128	1	ChatGPT 4	prompt4	0.45	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
129	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
130	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
131	1	ChatGPT 4	prompt4	0.45	[0.8773316144943237]	[0.862703263759613]	0.8699559569358826	65.75447567069813	[0.7279120683670044]
132	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
133	1	ChatGPT 4	prompt4	0.45	[0.8495683670043945]	[0.8664153218269348]	0.8579091429710388	45.60948051613132	[0.8516346216201782]
134	1	ChatGPT 4	prompt4	0.45	[0.7813819646835327]	[0.823805570602417]	0.8020331263542175	41.883776814972606	[0.894775927066803]
135	1	ChatGPT 4	prompt4	0.45	[0.8792421817779541]	[0.8199180364608765]	0.8485444784164429	44.63203161110588	[0.8791147470474243]
136	1	ChatGPT 4	prompt4	0.45	[0.8294575810432434]	[0.7825111746788025]	0.805300772190094	37.768161388445996	[0.9344386458396912]
137	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
138	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
139	1	ChatGPT 4	prompt4	0.45	[0.8728681802749634]	[0.8423119187355042]	0.8573178648948669	53.812023747129686	[0.8757749199867249]
140	1	ChatGPT 4	prompt4	0.45	[0.8708698153495789]	[0.8550985455513]	0.862912118434906	55.912166032246716	[0.8189200758934021]
141	1	ChatGPT 4	prompt4	0.45	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9907280206680298]
142	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9854109883308411]
143	1	ChatGPT 4	prompt4	0.45	[0.8777042627334595]	[0.8777042627334595]	0.8777042627334595	38.221295774591745	[0.8879302144050598]
144	1	ChatGPT 4	prompt4	0.45	[0.684086263179779]	[0.7119168043136597]	0.6977241635322571	9.096487948883938	[0.6939918398857117]
145	1	ChatGPT 4	prompt4	0.45	[0.9431247711181641]	[0.9431247711181641]	0.9431247711181641	61.28272602477642	[0.9556372165679932]
146	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
147	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
148	1	ChatGPT 4	prompt4	0.45	[0.8398841023445129]	[0.8958477973937988]	0.866963803768158	84.69425103926595	[0.9103475213050842]
149	1	ChatGPT 4	prompt4	0.45	[0.8878341317176819]	[0.8858267068862915]	0.8868292570114136	63.642448348544	[0.9119269251823425]
150	1	ChatGPT 4	prompt4	0.45	[0.9405598640441895]	[0.9251816272735596]	0.9328073859214783	76.92823670254971	[0.947466254234314]
151	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
152	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
153	1	ChatGPT 4	prompt4	0.45	[0.6827590465545654]	[0.6393980979919434]	0.6603675484657288	20.66215413234471	[0.469586044549942]
154	1	ChatGPT 4	prompt4	0.45	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
155	1	ChatGPT 4	prompt4	0.45	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
156	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
157	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
158	1	ChatGPT 4	prompt4	0.45	[0.9623200297355652]	[0.9332159757614136]	0.9475446343421936	73.66846984708924	[0.9102980494499207]
159	1	ChatGPT 4	prompt4	0.45	[0.857879102230072]	[0.8788325786590576]	0.8682294487953186	55.30870298707501	[0.8857099413871765]
160	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9824785590171814]
161	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
162	1	ChatGPT 4	prompt4	0.45	[0.8647142052650452]	[0.8765552043914795]	0.8705945014953613	67.4459941299956	[0.8034499287605286]
163	1	ChatGPT 4	prompt4	0.45	[0.7650014758110046]	[0.7908613085746765]	0.7777165174484253	50.2841737064138	[0.8444927334785461]
164	1	ChatGPT 4	prompt4	0.45	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9878422617912292]
165	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9813385009765625]
166	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9883447289466858]
167	1	ChatGPT 4	prompt4	0.45	[0.886623740196228]	[0.886623740196228]	0.886623740196228	19.755838517863427	[0.9026514887809753]
168	1	ChatGPT 4	prompt4	0.45	[0.8985819816589355]	[0.8985819816589355]	0.8985819816589355	67.23185459091977	[0.9626121520996094]
169	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
170	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
171	1	ChatGPT 4	prompt4	0.45	[0.8081320524215698]	[0.7905327677726746]	0.7992355823516846	48.20753600829127	[0.8414309620857239]
172	1	ChatGPT 4	prompt4	0.45	[0.8220444917678833]	[0.8924188613891602]	0.8557873368263245	54.76056372483432	[0.8587522506713867]
173	1	ChatGPT 4	prompt4	0.45	[0.8434699773788452]	[0.8279829025268555]	0.8356547355651855	56.86003551427788	[0.8649303913116455]
174	1	ChatGPT 4	prompt4	0.45	[0.836061954498291]	[0.8238272070884705]	0.8298994898796082	55.16900837934163	[0.8260766863822937]
175	1	ChatGPT 4	prompt4	0.45	[0.822012186050415]	[0.8207911252975464]	0.8214012384414673	37.96875615779177	[0.8876573443412781]
176	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
177	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
178	1	ChatGPT 4	prompt4	0.45	[0.85256028175354]	[0.8861866593360901]	0.8690483570098877	40.35096374214516	[0.8220464587211609]
179	1	ChatGPT 4	prompt4	0.45	[0.7226830720901489]	[0.7469943761825562]	0.7346376180648804	41.3271523753888	[0.7645907402038574]
180	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
181	1	ChatGPT 4	prompt4	0.45	[0.8528505563735962]	[0.8146805167198181]	0.8333287239074707	51.515646351679464	[0.815606951713562]
182	1	ChatGPT 4	prompt4	0.45	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9890469908714294]
183	1	ChatGPT 4	prompt4	0.45	[0.8084090948104858]	[0.7348829507827759]	0.769894540309906	15.554126195188564	[0.7808852195739746]
184	1	ChatGPT 4	prompt4	0.45	[0.9346663951873779]	[0.8737625479698181]	0.9031888842582703	56.70997971803937	[0.9277299642562866]
185	1	ChatGPT 4	prompt4	0.45	[0.7723209857940674]	[0.7468577027320862]	0.7593759894371033	23.122779998182203	[0.7104390263557434]
186	1	ChatGPT 4	prompt4	0.45	[0.8852373957633972]	[0.8198878765106201]	0.8513103127479553	34.49572549989971	[0.746513307094574]
187	1	ChatGPT 4	prompt4	0.45	[0.9213969111442566]	[0.9054399728775024]	0.9133487939834595	51.167209809091354	[0.9584046006202698]
188	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
189	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
190	1	ChatGPT 4	prompt4	0.45	[0.8687793016433716]	[0.8317947387695312]	0.8498848676681519	54.757493852778	[0.9022958278656006]
191	1	ChatGPT 4	prompt4	0.45	[0.8437373638153076]	[0.803007960319519]	0.8228690028190613	57.44666952194275	[0.760391891002655]
192	1	ChatGPT 4	prompt4	0.45	[0.7312445640563965]	[0.7232850790023804]	0.7272430658340454	30.60876815867199	[0.8204394578933716]
193	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9820767641067505]
194	1	ChatGPT 4	prompt4	0.45	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9895122051239014]
195	1	ChatGPT 4	prompt4	0.45	[0.9120160341262817]	[0.9166792035102844]	0.9143416285514832	71.40269161123327	[0.9338798522949219]
196	1	ChatGPT 4	prompt4	0.45	[0.7621548175811768]	[0.7483494281768799]	0.7551890015602112	35.11850956176702	[0.8829887509346008]
197	1	ChatGPT 4	prompt4	0.45	[0.8519081473350525]	[0.8354208469390869]	0.843583881855011	35.11850956176702	[0.6779604554176331]
198	1	ChatGPT 4	prompt4	0.45	[0.8983017206192017]	[0.8843756318092346]	0.8912842869758606	37.171408257282835	[0.8217856287956238]
199	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
200	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
201	1	ChatGPT 4	prompt4	0.45	[0.7873337268829346]	[0.7811278104782104]	0.7842185497283936	49.06646378030646	[0.7929645776748657]
202	1	ChatGPT 4	prompt4	0.45	[0.919333279132843]	[0.8654922246932983]	0.8916006684303284	44.553112680635756	[0.904007613658905]
203	1	ChatGPT 4	prompt4	0.45	[0.8331242799758911]	[0.8018014430999756]	0.8171627521514893	46.50992916571358	[0.8218459486961365]
204	1	ChatGPT 4	prompt4	0.45	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9895129799842834]
205	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9817203283309937]
206	1	ChatGPT 4	prompt4	0.45	[0.9177343845367432]	[0.9371033310890198]	0.92731773853302	71.3160690491461	[0.9213322401046753]
207	1	ChatGPT 4	prompt4	0.45	[0.9350051879882812]	[0.9564419984817505]	0.9456021189689636	86.53111463573524	[0.9328785538673401]
208	1	ChatGPT 4	prompt4	0.45	[0.9385669827461243]	[0.9597117304801941]	0.949021577835083	87.00665868602285	[0.9269314408302307]
209	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9901397824287415]
210	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
211	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
212	1	ChatGPT 4	prompt4	0.45	[0.7909860610961914]	[0.8365689516067505]	0.8131392002105713	54.06987692252051	[0.8196325302124023]
213	1	ChatGPT 4	prompt4	0.45	[0.7513349652290344]	[0.7542372941970825]	0.7527832984924316	31.409570923847824	[0.7075204253196716]
214	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
215	1	ChatGPT 4	prompt4	0.45	[0.9644705057144165]	[0.9526711702346802]	0.9585345387458801	88.34939395476782	[0.91374272108078]
216	1	ChatGPT 4	prompt4	0.45	[0.930499792098999]	[0.9113192558288574]	0.9208096861839294	77.13303909466485	[0.9066950082778931]
217	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
218	1	ChatGPT 4	prompt4	0.45	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9922457933425903]
219	1	ChatGPT 4	prompt4	0.45	[0.6758206486701965]	[0.6868153214454651]	0.6812736392021179	1.9841269841269837	[0.6590446829795837]
220	1	ChatGPT 4	prompt4	0.45	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9827466607093811]
221	1	ChatGPT 4	prompt4	0.45	[0.8763319253921509]	[0.8389758467674255]	0.8572471737861633	37.24378826549468	[0.8041785955429077]
222	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
223	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
224	1	ChatGPT 4	prompt4	0.45	[0.7960689067840576]	[0.8135034441947937]	0.804691731929779	56.51507969147907	[0.8528110384941101]
225	1	ChatGPT 4	prompt4	0.45	[0.8511379361152649]	[0.8672602772712708]	0.8591234683990479	64.4088006278638	[0.8950720429420471]
226	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
227	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
228	1	ChatGPT 4	prompt4	0.45	[0.6827590465545654]	[0.6393980979919434]	0.6603675484657288	20.66215413234471	[0.469586044549942]
229	1	ChatGPT 4	prompt4	0.45	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
230	1	ChatGPT 4	prompt4	0.45	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
231	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
232	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
233	1	ChatGPT 4	prompt4	0.45	[0.9382946491241455]	[0.8880873918533325]	0.9125009179115295	54.63968799883351	[0.9114782214164734]
234	1	ChatGPT 4	prompt4	0.45	[0.7649389505386353]	[0.7976818084716797]	0.7809672951698303	35.08841938068866	[0.8091010451316833]
235	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
236	1	ChatGPT 4	prompt4	0.45	[0.8015859127044678]	[0.7921006679534912]	0.7968150973320007	45.688038008726984	[0.8600417375564575]
237	1	ChatGPT 4	prompt4	0.45	[0.8412657380104065]	[0.7685014605522156]	0.8032390475273132	38.885292211262005	[0.694480836391449]
238	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9924197196960449]
239	1	ChatGPT 4	prompt4	0.45	[0.9438525438308716]	[0.9283117651939392]	0.9360176920890808	68.58302458201483	[0.9699831604957581]
240	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
241	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
242	1	ChatGPT 4	prompt4	0.45	[0.7893966436386108]	[0.8005834817886353]	0.7949507236480713	55.48160113041345	[0.8517204523086548]
243	1	ChatGPT 4	prompt4	0.45	[0.9430810213088989]	[0.9235898852348328]	0.9332337379455566	80.38349038147028	[0.9747996926307678]
244	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
245	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
246	1	ChatGPT 4	prompt4	0.45	[0.6827590465545654]	[0.6393980979919434]	0.6603675484657288	20.66215413234471	[0.469586044549942]
247	1	ChatGPT 4	prompt4	0.45	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
248	1	ChatGPT 4	prompt4	0.45	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
249	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
250	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
251	1	ChatGPT 4	prompt4	0.45	[0.7961407899856567]	[0.7420105338096619]	0.768123209476471	16.823511214503945	[0.8660023212432861]
252	1	ChatGPT 4	prompt4	0.45	[0.701714813709259]	[0.6832284927368164]	0.692348301410675	22.307691356135834	[0.5545452237129211]
253	1	ChatGPT 4	prompt4	0.45	[0.878587007522583]	[0.7952708601951599]	0.8348554372787476	38.47463802392044	[0.8657612204551697]
254	1	ChatGPT 4	prompt4	0.45	[0.8705286383628845]	[0.7876057028770447]	0.8269936442375183	39.30782261180444	[0.8516907095909119]
255	1	ChatGPT 4	prompt4	0.45	[0.7760748863220215]	[0.672862708568573]	0.7207926511764526	27.025978365337327	[0.635461151599884]
256	1	ChatGPT 4	prompt4	0.45	[0.7390174865722656]	[0.6797480583190918]	0.7081447243690491	38.03338953996679	[0.6103487014770508]
257	1	ChatGPT 4	prompt4	0.45	[0.7367650866508484]	[0.6708037257194519]	0.7022388577461243	30.01688102515497	[0.5195674300193787]
258	1	ChatGPT 4	prompt4	0.45	[0.874269962310791]	[0.8042859435081482]	0.83781898021698	40.94067155020216	[0.8381888270378113]
259	1	ChatGPT 4	prompt4	0.45	[0.937495231628418]	[0.853861391544342]	0.8937259912490845	68.07669366425702	[0.8293523788452148]
260	1	ChatGPT 4	prompt4	0.45	[0.6967949271202087]	[0.6252549290657043]	0.6590893268585205	26.338462356921045	[0.45416077971458435]
261	1	ChatGPT 4	prompt4	0.45	[0.8548495769500732]	[0.7436777353286743]	0.7953978180885315	52.56606858188497	[0.8320652842521667]
262	1	ChatGPT 4	prompt4	0.45	[0.8153977990150452]	[0.7000206112861633]	0.7533169984817505	47.119995087509146	[0.5745314359664917]
263	1	ChatGPT 4	prompt4	0.45	[0.7038593292236328]	[0.6893868446350098]	0.6965479254722595	21.391254668976543	[0.7301411628723145]
264	1	ChatGPT 4	prompt4	0.45	[0.7606339454650879]	[0.7099897861480713]	0.7344398498535156	7.849293563579278	[0.7138785123825073]
265	1	ChatGPT 4	prompt4	0.45	[0.7078399062156677]	[0.7169929146766663]	0.7123870253562927	22.842041758919933	[0.89605313539505]
266	1	ChatGPT 4	prompt4	0.45	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
267	1	ChatGPT 4	prompt4	0.45	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
0	1	ChatGPT 4	prompt4	0.75	[0.8298518657684326]	[0.7897459864616394]	0.8093023300170898	48.84046338904383	[0.9171753525733948]
1	1	ChatGPT 4	prompt4	0.75	[0.9770021438598633]	[0.9822307825088501]	0.979609489440918	83.71223931076544	[0.9272146821022034]
2	1	ChatGPT 4	prompt4	0.75	[0.8561233282089233]	[0.8514916300773621]	0.8538012504577637	60.543268953154985	[0.830111026763916]
3	1	ChatGPT 4	prompt4	0.75	[0.8536964654922485]	[0.8008254766464233]	0.8264161944389343	60.56417765218944	[0.9125834703445435]
4	1	ChatGPT 4	prompt4	0.75	[0.886002779006958]	[0.8609021902084351]	0.8732721209526062	74.88428059645044	[0.8804954886436462]
5	1	ChatGPT 4	prompt4	0.75	[0.8404167890548706]	[0.7411051392555237]	0.787642776966095	42.70274456946094	[0.46144846081733704]
6	1	ChatGPT 4	prompt4	0.75	[0.8047788143157959]	[0.8671660423278809]	0.8348084688186646	80.46303657757024	[0.6715048551559448]
7	1	ChatGPT 4	prompt4	0.75	[0.8161811828613281]	[0.779054582118988]	0.7971858382225037	63.072241569192336	[0.8775427937507629]
8	1	ChatGPT 4	prompt4	0.75	[0.8477473258972168]	[0.7998191714286804]	0.8230860829353333	64.67395077413666	[0.9529666900634766]
9	1	ChatGPT 4	prompt4	0.75	[0.8627148270606995]	[0.8191616535186768]	0.8403743505477905	57.94010800368915	[0.9305104613304138]
10	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
11	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
12	1	ChatGPT 4	prompt4	0.75	[0.7320814728736877]	[0.7759531736373901]	0.7533791065216064	57.76799607771641	[0.7778396606445312]
13	1	ChatGPT 4	prompt4	0.75	[0.9093664884567261]	[0.9093664884567261]	0.9093664884567261	71.3899043978964	[0.836474597454071]
14	1	ChatGPT 4	prompt4	0.75	[0.9032649993896484]	[0.8607043027877808]	0.8814712166786194	72.2478332738714	[0.9255456924438477]
15	1	ChatGPT 4	prompt4	0.75	[0.870124876499176]	[0.8615187406539917]	0.8658003807067871	59.70999282240719	[0.9091227650642395]
16	1	ChatGPT 4	prompt4	0.75	[0.9088088274002075]	[0.897918164730072]	0.9033306837081909	63.53377105241559	[0.9220956563949585]
17	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9820597171783447]
18	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
19	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
20	1	ChatGPT 4	prompt4	0.75	[0.8453896641731262]	[0.8137605786323547]	0.8292736411094666	52.9042840595997	[0.7450717687606812]
21	1	ChatGPT 4	prompt4	0.75	[0.8735277056694031]	[0.8350024223327637]	0.8538306951522827	49.63392223375998	[0.7492501139640808]
22	1	ChatGPT 4	prompt4	0.75	[0.9351555109024048]	[0.9322775602340698]	0.9337143301963806	83.68652580995914	[0.9388063549995422]
23	1	ChatGPT 4	prompt4	0.75	[0.874744713306427]	[0.8734554648399353]	0.874099612236023	32.436107241211545	[0.7758765816688538]
24	1	ChatGPT 4	prompt4	0.75	[0.8815535306930542]	[0.8704242706298828]	0.8759535551071167	61.76730697743733	[0.785620927810669]
25	1	ChatGPT 4	prompt4	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9909891486167908]
26	1	ChatGPT 4	prompt4	0.75	[0.7791513800621033]	[0.7962819337844849]	0.7876235246658325	41.514645091713625	[0.8919568061828613]
